date,steel_price,iron_ore_price,scrap_price,freight_index,fx_rate,supplier_id,supplier_name,material_id,material_name
2022-01-19,692.0319893538933,91.13017659736788,345.06856042780225,1084.8419851241838,82.31221797457704,SUP003,CoreSteel,MAT104,Steel Sheet
2022-01-20,746.779359586047,102.20667548139876,360.13488791252047,1031.815833297129,84.87229982956448,SUP005,PrimeSteel,MAT100,Steel Coil
2022-01-21,710.0893476822883,119.85401240154533,345.199795951078,1020.5888197083501,84.37815547742387,SUP002,BetaMetals,MAT104,Steel Sheet
2022-01-22,718.4544712622316,111.53995547272483,385.2524446095432,895.6361492459118,83.20532836805691,SUP003,CoreSteel,MAT104,Steel Sheet
2022-01-23,711.6244187560603,102.47084397237418,329.62728168836634,989.7013325219282,82.98336921458878,SUP001,AlphaSteel,MAT100,Steel Coil
2022-01-24,753.5956428684982,104.49042955392156,375.38580578847865,1081.7552766032404,82.78659069687136,SUP003,CoreSteel,MAT102,Steel Plate
2022-01-25,696.8534922123417,106.52366776430749,342.5869641044848,955.178480418273,82.69277563173621,SUP001,AlphaSteel,MAT103,Steel Bar
2022-01-26,704.3281175987264,110.30993761477373,373.7836124522522,1157.00968861256,81.63301346090824,SUP003,CoreSteel,MAT102,Steel Plate
2022-01-27,717.208007693565,98.60502090426432,325.5366861670208,954.579564371248,81.42398049632563,SUP004,DeltaIron,MAT104,Steel Sheet
2022-01-28,731.0662707024688,91.54014724528938,356.1762748245231,1108.0875018274114,82.02082469395289,SUP001,AlphaSteel,MAT101,Steel Rod
2022-01-29,718.1399389701362,122.23699052016079,333.50324000126193,874.2571567624688,84.06617614414398,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-01-30,683.6134990628126,106.91753289019546,364.98551181948733,1079.334911570816,84.44092328751026,SUP001,AlphaSteel,MAT102,Steel Plate
2022-01-31,724.8842477480897,119.51407606278997,336.34607908284335,978.693095656071,82.1174549672692,SUP003,CoreSteel,MAT102,Steel Plate
2022-02-01,716.2743206362287,97.8943418828103,387.83894083178603,1022.0996686972205,83.95939964391818,SUP001,AlphaSteel,MAT102,Steel Plate
2022-02-02,646.6738072182037,107.7228136896095,372.31747131446355,959.335909743382,83.2935155829393,SUP004,DeltaIron,MAT104,Steel Sheet
2022-02-03,693.9874617879817,103.7827132500103,327.64453847376626,1041.1348727760308,83.44056662046468,SUP002,BetaMetals,MAT102,Steel Plate
2022-02-04,779.8053486267543,104.68537965503253,368.8245953729699,958.4666119302915,83.17099484561373,SUP005,PrimeSteel,MAT103,Steel Bar
2022-02-05,769.8573577623745,108.0943419841986,321.3079740185105,1047.831110150864,83.4274571656429,SUP001,AlphaSteel,MAT102,Steel Plate
2022-02-06,671.6657486449701,103.53313436623331,353.9580119135182,1010.6078938506023,84.06595913861707,SUP004,DeltaIron,MAT101,Steel Rod
2022-02-07,728.98437028536,118.0322456557081,348.3825365255255,1114.5831915295985,83.84383725480795,SUP004,DeltaIron,MAT103,Steel Bar
2022-02-08,642.2027380194545,108.43716731244054,356.7834601938104,832.4480659677838,81.43006393822537,SUP001,AlphaSteel,MAT101,Steel Rod
2022-02-09,690.0541637860524,125.59191239711056,379.50657503454215,1011.2285787598375,83.52868647482128,SUP003,CoreSteel,MAT102,Steel Plate
2022-02-10,685.3712462024735,113.69241274036388,358.46660251267565,1005.5631582361345,83.71647403256216,SUP003,CoreSteel,MAT103,Steel Bar
2022-02-11,722.5812583349765,107.5800053896448,343.71766836876174,1054.7876884665234,82.24001532176153,SUP002,BetaMetals,MAT103,Steel Bar
2022-02-12,611.5976360914336,119.02174919869228,322.9725602564476,983.6654609985803,80.86541860463208,SUP003,CoreSteel,MAT103,Steel Bar
2022-02-13,725.5630243906437,107.65200646318483,351.6704216790465,1137.0586513711744,85.68370602998682,SUP004,DeltaIron,MAT100,Steel Coil
2022-02-14,657.2605689351495,110.24148959538759,350.6798137010614,893.5915135643926,81.72887834337617,SUP003,CoreSteel,MAT103,Steel Bar
2022-02-15,675.0425949856066,119.62775757762059,317.9373026709008,985.8382164134663,82.7497475127802,SUP005,PrimeSteel,MAT101,Steel Rod
2022-02-16,681.7433901462002,109.90374192842224,314.8087744512628,1042.3670814153675,83.22551030218612,SUP001,AlphaSteel,MAT100,Steel Coil
2022-02-17,629.6390283161359,112.24981392196595,352.21024983358535,941.8870678594392,81.2808209431776,SUP004,DeltaIron,MAT102,Steel Plate
2022-02-18,723.7388820364272,92.87181043116557,347.11045511094784,1184.64842403603,84.1478477572349,SUP004,DeltaIron,MAT101,Steel Rod
2022-02-19,681.0251478082973,102.70735634186143,327.1088842175158,925.3000769325694,83.61521944886769,SUP005,PrimeSteel,MAT103,Steel Bar
2022-02-20,646.0476667463929,125.29683398183504,344.6553102214124,1093.5125573879088,82.69216784069577,SUP003,CoreSteel,MAT102,Steel Plate
2022-02-21,723.4266223152254,105.81340745081741,347.0815012259978,981.3639568986599,84.20084858405532,SUP004,DeltaIron,MAT101,Steel Rod
2022-02-22,645.2432044176524,110.22135159631279,341.16155748909256,971.0135331603022,83.51475488410755,SUP002,BetaMetals,MAT101,Steel Rod
2022-02-23,693.0393068364591,123.96802772119783,345.9948522619128,982.2274592352749,84.86980086773134,SUP001,AlphaSteel,MAT101,Steel Rod
2022-02-24,701.7564166935855,113.58504256963911,348.80708168496886,1014.9169353421161,82.85693936934783,SUP002,BetaMetals,MAT103,Steel Bar
2022-02-25,655.5620715482219,103.62381431678037,314.23406862447126,832.1856713909474,83.0361942581058,SUP001,AlphaSteel,MAT100,Steel Coil
2022-02-26,742.6568523033632,106.9110483524292,351.9358287540538,957.953794199349,81.98052098916607,SUP004,DeltaIron,MAT103,Steel Bar
2022-02-27,746.8274994921967,119.9836495775826,328.11573929963413,926.2374452719457,81.66969535432668,SUP005,PrimeSteel,MAT101,Steel Rod
2022-02-28,704.6051409737372,95.09285607179915,360.55070953095856,927.8517297974253,82.6123695858919,SUP001,AlphaSteel,MAT101,Steel Rod
2022-03-01,729.657119182538,114.95830952978265,398.0414765176763,1009.2656749078543,82.256451507224,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-03-02,724.741451505401,100.09911797700153,405.2767476777406,1030.4028801085751,83.40428672390328,SUP001,AlphaSteel,MAT101,Steel Rod
2022-03-03,721.2607859193716,114.41067223348216,338.99711694230956,1047.090608555349,83.91690231838847,SUP001,AlphaSteel,MAT102,Steel Plate
2022-03-04,697.7775078592587,121.853689213781,328.2388866695849,976.0549244294159,83.79567442929736,SUP001,AlphaSteel,MAT103,Steel Bar
2022-03-05,699.8124847978717,107.66096338925297,342.64200836214224,1096.6071132750528,82.81301799516358,SUP002,BetaMetals,MAT104,Steel Sheet
2022-03-06,706.1795799595765,117.51294722580624,339.4348218021401,1038.1790160289754,82.96208114664284,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-03-07,700.2140579640743,108.6309561907198,351.3275692935169,993.3702277003225,81.55998551620249,SUP001,AlphaSteel,MAT101,Steel Rod
2022-03-08,664.7184473581409,130.1508754049991,342.3655955982259,1072.751619961247,83.11207389048751,SUP001,AlphaSteel,MAT102,Steel Plate
2022-03-09,717.5705196688845,110.08010270380382,360.9150997115872,910.7507944304854,84.13590001476155,SUP003,CoreSteel,MAT101,Steel Rod
2022-03-10,737.2193687846178,110.9831113732882,338.73947257970053,1000.7825266857161,83.10998709873243,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-03-11,708.264180398665,121.90807162891213,371.9358182055518,1010.3489403028939,83.70017756947402,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-03-12,668.6150757422793,106.1248171512783,344.98965295547686,1040.6687865141598,84.97631675246762,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-03-13,663.620113818074,116.39663205447717,366.13561513788557,1119.5287184192962,83.88968557127771,SUP003,CoreSteel,MAT104,Steel Sheet
2022-03-14,655.3423095062761,89.43765616683083,348.38010405786025,990.9767369495428,82.15231156282573,SUP001,AlphaSteel,MAT101,Steel Rod
2022-03-15,691.4744612460541,103.93121773028506,330.7133410911931,1081.659482068205,82.21440363108408,SUP001,AlphaSteel,MAT103,Steel Bar
2022-03-16,727.3530811758392,105.69076446312445,345.202160949137,992.5118088214786,82.56681584026421,SUP004,DeltaIron,MAT101,Steel Rod
2022-03-17,745.2616724821704,105.49783370367965,342.56341686966226,804.9449593552529,83.28915299500306,SUP001,AlphaSteel,MAT100,Steel Coil
2022-03-18,661.4302927048492,94.33359726563492,397.52028864490694,964.3676651749365,82.84508707008621,SUP002,BetaMetals,MAT102,Steel Plate
2022-03-19,688.0543542583183,122.847054894622,332.24748501517655,870.7145747514301,83.06769421724739,SUP001,AlphaSteel,MAT100,Steel Coil
2022-03-20,644.3705509655857,116.43745160959655,346.4413236873187,998.1995184480685,82.49999715732253,SUP005,PrimeSteel,MAT100,Steel Coil
2022-03-21,733.1048381311108,117.77030036004389,315.1400302244458,1149.4789800575027,81.61037416274044,SUP005,PrimeSteel,MAT100,Steel Coil
2022-03-22,641.9682074766561,112.35738570093477,374.478447659409,1066.0115508309273,84.78445038375862,SUP005,PrimeSteel,MAT100,Steel Coil
2022-03-23,731.3478664974184,130.95693061094832,364.4028018646127,990.8385744151806,83.58747694171245,SUP001,AlphaSteel,MAT102,Steel Plate
2022-03-24,655.4894527528154,129.0186320221062,329.38736180593827,1002.1982777841338,82.71053944310111,SUP004,DeltaIron,MAT104,Steel Sheet
2022-03-25,693.4471032457975,122.44034055341768,363.56149687713327,1047.8406385775502,82.10875395279915,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-03-26,613.5848813362271,108.75113129362752,371.78968362417606,1116.7333033823122,85.1939387205965,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-03-27,683.4041556815115,107.64712091765658,325.6186100080919,1146.5530593703406,81.14089472950978,SUP004,DeltaIron,MAT103,Steel Bar
2022-03-28,739.306719807579,109.07185366824821,334.9448044529837,848.2573293330795,83.66867324502732,SUP005,PrimeSteel,MAT103,Steel Bar
2022-03-29,723.3607845376616,122.62650453338632,340.67746612499246,997.3854924134877,82.5485212987305,SUP002,BetaMetals,MAT100,Steel Coil
2022-03-30,638.7023475945756,122.9196847183685,392.93141068753306,1113.6689872702723,83.70663762879617,SUP003,CoreSteel,MAT103,Steel Bar
2022-03-31,737.462463201896,101.25489783627071,342.447135975977,934.1677206410413,81.30921107605727,SUP003,CoreSteel,MAT104,Steel Sheet
2022-04-01,650.9824069685742,100.61000851999388,308.6737294383815,1083.989763667877,82.75880487490937,SUP001,AlphaSteel,MAT102,Steel Plate
2022-04-02,682.0967021372013,127.80280059786766,338.16486415048024,1004.2900210639411,82.89885798990342,SUP003,CoreSteel,MAT100,Steel Coil
2022-04-03,698.3570647223204,125.68838189689328,361.6224265392012,900.0262176241717,82.88769941023725,SUP002,BetaMetals,MAT104,Steel Sheet
2022-04-04,616.9785298806956,120.39275317498407,358.23396142454675,1011.6833539183507,83.24904920647306,SUP001,AlphaSteel,MAT100,Steel Coil
2022-04-05,664.5461835874561,112.54830258385196,350.7194209255283,1109.4501312659286,83.3357413159921,SUP005,PrimeSteel,MAT102,Steel Plate
2022-04-06,751.2907444802603,114.82607847990586,328.23219277855617,954.5318701951194,81.97490039060307,SUP003,CoreSteel,MAT102,Steel Plate
2022-04-07,651.3374299105583,120.54676499707134,319.3707485541901,992.8102605059368,84.17851232950422,SUP005,PrimeSteel,MAT100,Steel Coil
2022-04-08,681.1267641222862,95.88159344214262,351.9307723332157,880.2883486526179,82.35134472874665,SUP004,DeltaIron,MAT102,Steel Plate
2022-04-09,736.589323010067,125.58510002246156,338.4804455885767,1029.8539725809426,82.46082440467879,SUP004,DeltaIron,MAT101,Steel Rod
2022-04-10,792.789727509978,123.56123864165733,351.47107119106647,1007.6491638172741,82.12570489699286,SUP002,BetaMetals,MAT100,Steel Coil
2022-04-11,696.1177338065021,108.76922617150214,335.228371236072,924.2837967579023,82.05148560469719,SUP005,PrimeSteel,MAT102,Steel Plate
2022-04-12,784.1056571705539,122.62906914317033,366.39474261958605,935.4451951558171,81.94871390723462,SUP005,PrimeSteel,MAT100,Steel Coil
2022-04-13,682.4218513451623,107.94286030392915,356.56247862139355,990.8380609809227,80.96346885970237,SUP004,DeltaIron,MAT101,Steel Rod
2022-04-14,728.5569922461311,105.30794037587452,363.2617526093214,1030.7436607424877,83.71551073948926,SUP005,PrimeSteel,MAT100,Steel Coil
2022-04-15,679.5542094185498,110.0872668081007,355.0551441287483,895.1804599558881,84.55682131067172,SUP003,CoreSteel,MAT101,Steel Rod
2022-04-16,646.5871998973014,101.63174544250337,353.8861518247969,947.4341256369362,83.63508711968645,SUP004,DeltaIron,MAT104,Steel Sheet
2022-04-17,752.1518314604195,111.04410603536488,352.8372866462946,1021.2573634121695,83.51355603133884,SUP002,BetaMetals,MAT104,Steel Sheet
2022-04-18,644.959303583927,117.53070663977124,377.36423682580255,991.582925221933,82.43059502442223,SUP003,CoreSteel,MAT104,Steel Sheet
2022-04-19,665.2592261990424,105.00927248574409,383.8556649467021,994.7460273325291,83.58767861903162,SUP004,DeltaIron,MAT104,Steel Sheet
2022-04-20,674.6138902977364,115.2060113503971,350.38329798569873,1051.9543391412763,82.48512320879755,SUP002,BetaMetals,MAT104,Steel Sheet
2022-04-21,680.9412307836755,97.69347701927563,325.73749899148197,1071.078642851309,83.4734209344256,SUP004,DeltaIron,MAT100,Steel Coil
2022-04-22,791.377367626613,119.43934351544195,329.18559038708287,1025.4810434832948,83.13243832911081,SUP004,DeltaIron,MAT101,Steel Rod
2022-04-23,625.9361502285669,93.40361114314413,351.7134438859649,1036.8873049738897,83.45724368504008,SUP003,CoreSteel,MAT102,Steel Plate
2022-04-24,740.4458265289715,108.7845241538469,380.0979700314815,1120.0207511413312,83.01111623390142,SUP005,PrimeSteel,MAT102,Steel Plate
2022-04-25,686.7941193470889,120.94457544093433,364.5349556544302,995.0262982092752,83.36712502135893,SUP001,AlphaSteel,MAT103,Steel Bar
2022-04-26,705.817532171182,107.79918436589497,331.1078484734241,967.937788150332,81.93936520758305,SUP001,AlphaSteel,MAT101,Steel Rod
2022-04-27,621.2795574150565,129.30602937118914,344.6980728309268,886.0295686344607,84.29878842295663,SUP002,BetaMetals,MAT100,Steel Coil
2022-04-28,705.9323141397143,105.80083714725905,354.81632282199956,1078.5524905590592,82.17609713379012,SUP004,DeltaIron,MAT100,Steel Coil
2022-04-29,661.9142329969626,111.27153513504454,357.32047388506777,978.1448774166935,82.64269366831697,SUP001,AlphaSteel,MAT103,Steel Bar
2022-04-30,731.3257085824509,104.69085701280781,362.54128897176884,1056.1144964683815,85.26407084965004,SUP005,PrimeSteel,MAT100,Steel Coil
2022-05-01,726.8593806478024,116.34288779427754,411.27264129714496,950.6515933894497,83.40428491317341,SUP005,PrimeSteel,MAT103,Steel Bar
2022-05-02,701.2209790927134,128.4265685492663,347.8108909060121,1013.4325468731895,81.93826206984392,SUP003,CoreSteel,MAT101,Steel Rod
2022-05-03,690.8079991029596,91.86972539943177,379.92322067656073,1083.6029289097353,82.2275004004844,SUP004,DeltaIron,MAT103,Steel Bar
2022-05-04,703.6476672042977,117.26664345737306,351.60890933423957,1165.1717455316648,83.52513839238424,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-05-05,716.5290216026214,111.09039551246492,335.8493024447303,809.1706066603142,81.1627567829995,SUP001,AlphaSteel,MAT100,Steel Coil
2022-05-06,749.0466425044477,102.18126961467466,313.4009436159606,875.7253221877789,82.47920430344776,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-05-07,764.4352904395919,86.70237694890753,349.1110865431887,832.7481217672959,82.06532113932694,SUP004,DeltaIron,MAT104,Steel Sheet
2022-05-08,761.5545387159923,120.04009100451688,331.2461232655045,1053.5839015267293,82.08350966662134,SUP001,AlphaSteel,MAT103,Steel Bar
2022-05-09,728.4240252867637,105.78995167526318,337.3005635048148,1056.0067768513322,81.80699098798628,SUP004,DeltaIron,MAT101,Steel Rod
2022-05-10,638.9194031767759,103.14703396893724,355.6777245320046,917.3889536744575,82.03114580521165,SUP003,CoreSteel,MAT100,Steel Coil
2022-05-11,702.6811471499759,132.87681430231936,358.7886505633537,1066.437431204808,82.96619294798083,SUP005,PrimeSteel,MAT103,Steel Bar
2022-05-12,728.9095746598211,112.5611725930485,342.6457549846001,981.6629119593042,83.02329925757172,SUP005,PrimeSteel,MAT101,Steel Rod
2022-05-13,695.0434589108144,113.2254496139507,364.0708410858512,996.1238270854135,82.9944160982547,SUP005,PrimeSteel,MAT100,Steel Coil
2022-05-14,697.314272208866,130.9984189946457,382.7705117775006,1048.2234767683642,82.61795114969429,SUP003,CoreSteel,MAT102,Steel Plate
2022-05-15,661.0145415903353,120.83483711406434,351.02711236745495,861.3539404635005,82.72965091726846,SUP001,AlphaSteel,MAT101,Steel Rod
2022-05-16,830.6324567608232,102.58734030327712,386.35066365548073,1078.652228479176,82.58517450100064,SUP003,CoreSteel,MAT100,Steel Coil
2022-05-17,706.8730082529273,115.81204623279478,337.58886795410035,1037.4268384383856,83.60345270946694,SUP001,AlphaSteel,MAT102,Steel Plate
2022-05-18,710.6021985665786,105.19254371423722,328.3015752656099,1050.2256522323305,81.67319034413835,SUP004,DeltaIron,MAT104,Steel Sheet
2022-05-19,690.673571045126,91.12872843481541,330.5858231231741,979.9879733292977,81.99259257012862,SUP003,CoreSteel,MAT103,Steel Bar
2022-05-20,724.4141808750567,102.45563578646508,350.39475818925615,1129.901378728749,81.65298180708193,SUP002,BetaMetals,MAT104,Steel Sheet
2022-05-21,694.8813410339309,104.78375698999578,372.9029848045967,1044.2819250071395,83.10616656699123,SUP001,AlphaSteel,MAT102,Steel Plate
2022-05-22,675.2643427489633,114.50302983848427,317.7141916684559,1038.6521818464466,81.11031596928498,SUP002,BetaMetals,MAT102,Steel Plate
2022-05-23,697.2183161548543,106.88765953771316,322.31705834285845,934.5912842538751,82.26257120615635,SUP001,AlphaSteel,MAT102,Steel Plate
2022-05-24,740.3481371831234,114.0815443041159,368.37762722101826,825.0420160921515,84.45191637719486,SUP001,AlphaSteel,MAT101,Steel Rod
2022-05-25,735.9487086992232,107.60958406630435,352.79760396604763,1022.3658894651312,80.89360046168643,SUP002,BetaMetals,MAT103,Steel Bar
2022-05-26,655.6901062427929,128.65856881690547,344.7598840951166,947.8317710454738,82.93303809667792,SUP003,CoreSteel,MAT102,Steel Plate
2022-05-27,678.065388245269,99.95814928101349,355.9420403019129,1079.1412225540987,83.55034490732787,SUP002,BetaMetals,MAT101,Steel Rod
2022-05-28,638.9804355354238,119.52350954862426,345.92621399726715,1075.662865041773,81.66935880533964,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-05-29,730.1004389025004,100.91177052061985,336.2997090933658,998.0358496107681,83.19994189933257,SUP001,AlphaSteel,MAT101,Steel Rod
2022-05-30,722.5958347482313,112.00433011513375,329.91102409157696,972.1757101196337,84.28318617591609,SUP001,AlphaSteel,MAT102,Steel Plate
2022-05-31,677.6177962950229,133.04565607172484,324.18613714900863,928.3528486300469,84.1847425664918,SUP001,AlphaSteel,MAT103,Steel Bar
2022-06-01,729.977281285839,104.37863295447316,346.47811255344214,957.6410564043078,81.3667600910218,SUP005,PrimeSteel,MAT103,Steel Bar
2022-06-02,717.1129100814029,98.74485317645382,366.29223573712585,927.454599212342,83.08140010498431,SUP003,CoreSteel,MAT101,Steel Rod
2022-06-03,709.7190055499206,116.3429045925736,350.3470066023389,1085.267437529552,81.91645873796303,SUP004,DeltaIron,MAT102,Steel Plate
2022-06-04,709.827005364646,88.6514383113057,378.5913635439734,1074.070519985735,83.07889939043694,SUP002,BetaMetals,MAT103,Steel Bar
2022-06-05,718.5119018618203,119.39129762302433,374.5924468022828,1013.4518773439245,81.93142772216162,SUP001,AlphaSteel,MAT104,Steel Sheet
2022-06-06,713.9648073026356,109.3889800875339,402.8548010352348,1029.6817422340796,83.55277646957155,SUP003,CoreSteel,MAT102,Steel Plate
2022-06-07,682.6433323142945,116.83646081077221,338.2059555703345,1137.3594925695056,83.19052603982313,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-06-08,701.1019669952675,106.90884019177318,333.11298067901276,881.760059523343,82.85161240313494,SUP005,PrimeSteel,MAT102,Steel Plate
2022-06-09,729.2317457110548,126.49652395937251,339.7872295706624,991.0508106549378,83.02665134160813,SUP003,CoreSteel,MAT101,Steel Rod
2022-06-10,724.7379927493467,112.22380324257264,359.9315997958901,943.1350142745388,81.2309426119164,SUP004,DeltaIron,MAT104,Steel Sheet
2022-06-11,681.1825775923123,116.8929794314924,340.70833014408004,994.6388768863949,81.9025550796582,SUP002,BetaMetals,MAT103,Steel Bar
2022-06-12,609.519577610841,115.60710268788601,305.3799142983135,1098.993525177283,83.563106218698,SUP005,PrimeSteel,MAT104,Steel Sheet
2022-06-13,771.839217680542,108.90453987294543,376.2142785024323,1135.4654884095844,80.65861974376537,SUP001,AlphaSteel,MAT101,Steel Rod
2022-06-14,741.5411370509214,104.5756673703849,369.8486111628383,973.9433640061224,82.09740998183105,SUP003,CoreSteel,MAT103,Steel Bar
2022-06-15,726.049409827996,102.71195585125825,346.42596261559805,1002.4185075648436,82.67822374579474,SUP005,PrimeSteel,MAT100,Steel Coil
2022-06-16,659.1525854043211,116.44120042408929,399.3943808896851,866.7586407411866,81.94094854110301,SUP004,DeltaIron,MAT100,Steel Coil
2022-06-17,744.667477811225,114.37260938542518,333.6675636216888,1084.179422815245,83.46110127526946,SUP004,DeltaIron,MAT102,Steel Plate
2022-06-18,627.5244735566499,97.26117138243926,365.83966188803544,896.068682363397,83.15001057006899,SUP001,AlphaSteel,MAT102,Steel Plate
2022-06-19,711.1284607825252,92.1866015144119,353.2635998139051,1047.6447619170237,83.63551781639252,SUP002,BetaMetals,MAT102,Steel Plate
2022-06-20,702.0821484046518,117.51942577177738,352.2880035208379,1146.52615405244,81.78886576221569,SUP001,AlphaSteel,MAT102,Steel Plate
2022-06-21,664.4091239922672,119.98703118637343,331.3594450333749,1056.1731331634717,82.5420997662188,SUP002,BetaMetals,MAT103,Steel Bar
2022-06-22,694.6381901552518,123.61066900700594,332.62207048304845,1046.0141842641906,81.03353343786952,SUP002,BetaMetals,MAT102,Steel Plate
2022-06-23,745.1990144026345,120.27512771180697,347.25282848559397,1075.2651084641907,83.5147421688162,SUP001,AlphaSteel,MAT100,Steel Coil
2022-06-24,664.788782546471,100.01173556904277,312.8657038094532,1030.0396039356337,83.37722866619029,SUP004,DeltaIron,MAT102,Steel Plate
2022-06-25,689.4104234931646,122.03043500652105,358.4417717936843,971.4624620936318,83.37699867732448,SUP001,AlphaSteel,MAT103,Steel Bar
2022-06-26,695.3286787329636,123.99499780797449,345.85667985218714,1105.7951261727585,83.50068943143629,SUP001,AlphaSteel,MAT100,Steel Coil
2022-06-27,753.9560977882167,95.67666101189148,377.7789811443823,1103.1101772902175,83.74715227819156,SUP004,DeltaIron,MAT103,Steel Bar
2022-06-28,713.6740534928749,108.36509410981054,370.4548880369423,1090.6855263133982,81.3875071946481,SUP001,AlphaSteel,MAT103,Steel Bar
2022-06-29,745.1020436078632,130.74366156049035,336.05689623013944,1033.3807379089765,81.99282558630729,SUP001,AlphaSteel,MAT102,Steel Plate
2022-06-30,695.0875036437831,116.55604233989641,363.1763130127251,1016.4072480536034,82.28912765111859,SUP004,DeltaIron,MAT100,Steel Coil
2022-07-01,741.8837035971981,116.66994246489521,365.86487287650795,1074.008318606905,83.30933200797314,SUP003,CoreSteel,MAT101,Steel Rod
2022-07-02,635.9024587585179,117.99066247017167,360.25605744385734,1135.6654647354883,83.0474072211779,SUP001,AlphaSteel,MAT103,Steel Bar
2022-07-03,690.3233179296172,114.07222932214938,350.92894589726706,1001.0904901914676,82.03938482328961,SUP005,PrimeSteel,MAT100,Steel Coil
2022-07-04,631.0518994204903,114.4953227841385,370.69124838196547,1076.694491918869,84.27715351096298,SUP002,BetaMetals,MAT101,Steel Rod
2022-07-05,696.8661632024192,111.18693452950711,388.1033986389869,1111.9726977044202,83.82666718897939,SUP002,BetaMetals,MAT104,Steel Sheet
2022-07-06,708.5736515587029,120.20505242024434,347.7882436611422,1022.6515068293862,81.62521781885674,SUP005,PrimeSteel,MAT102,Steel Plate
2022-07-07,682.3668501459023,109.7141591373525,332.043996242538,1010.9643010589966,81.5873477904204,SUP005,PrimeSteel,MAT101,Steel Rod
2022-07-08,676.8875607482358,96.52524652544272,352.0762844437894,1036.794579867257,82.73685241019206,SUP003,CoreSteel,MAT104,Steel Sheet
2022-07-09,694.4281165231735,87.01623899892135,369.879508725651,918.3068686274314,84.06989676324496,SUP004,DeltaIron,MAT104,Steel Sheet
2022-07-10,752.6138783929184,113.44106161435417,352.6322969615184,1120.6962555204398,83.4827581397852,SUP004,DeltaIron,MAT103,Steel Bar
2022-07-11,721.5422863832847,134.2179702079318,351.7123047091448,1064.6733495114706,83.86798052747888,SUP002,BetaMetals,MAT101,Steel Rod
2022-07-12,677.816502312957,97.20093950895803,338.69157735871056,963.4507566246507,81.41951337644434,SUP002,BetaMetals,MAT101,Steel Rod
