date,steel_price,iron_ore_price,scrap_price,freight_index,fx_rate,supplier_id,supplier_name,material_id,material_name,pct_change,volatility_score,predicted_mean
2023-02-22,808.2125190745994,128.77198740742918,409.7562158252486,934.5910814893924,83.30893500320236,SUP003,CoreSteel,MAT100,Steel Coil,19.562627324709815,High,722.6678703120741
2023-02-23,765.6433670977058,116.0339523032599,351.7331465317732,1181.2937541980855,84.3039246873878,SUP005,PrimeSteel,MAT102,Steel Plate,-5.267074064335842,High,721.0600048935072
2023-02-24,673.335082093285,130.94209071614986,343.9838706560044,932.6040233432087,82.98631983351876,SUP001,AlphaSteel,MAT102,Steel Plate,-12.056303100271105,High,713.4634397597405
2023-02-25,721.1969486502767,109.78057187471383,343.9617763887827,994.8156277040621,84.84674771908482,SUP005,PrimeSteel,MAT104,Steel Sheet,7.108179542375437,High,727.8133445494138
2023-02-26,751.4812822500521,131.17994691877757,298.2842969850585,957.0802199083275,84.4884079214389,SUP004,DeltaIron,MAT102,Steel Plate,4.199176612775846,High,740.3325775655564
2023-02-27,699.0437048214162,115.07705156049302,364.73081955500004,1007.2565930803212,82.2974218848184,SUP004,DeltaIron,MAT104,Steel Sheet,-6.97789534712423,High,727.841015514571
2023-02-28,743.2731520719523,90.90420923377678,362.6722924607516,875.8980060012528,81.50965415498413,SUP005,PrimeSteel,MAT103,Steel Bar,6.327136192698468,High,737.4551508656124
2023-03-01,696.8175373395115,95.54801178194357,341.151410803115,978.8530200786826,84.63399638689886,SUP001,AlphaSteel,MAT104,Steel Sheet,-6.2501402886598,High,721.5415820463141
2023-03-02,698.9615490964136,114.2105369184163,364.29256202165055,1075.636682192944,83.81165873571783,SUP001,AlphaSteel,MAT103,Steel Bar,0.3076862509930445,Normal,712.0156080461296
2023-03-03,667.8110115442121,121.48514926065816,338.82719381593495,1012.0335790941954,83.17906950594292,SUP005,PrimeSteel,MAT102,Steel Plate,-4.4566882960116345,High,711.2264551105478
2023-03-04,673.2190770711903,123.31110419883349,371.1863929367565,1131.2921998138074,82.96268515945158,SUP002,BetaMetals,MAT104,Steel Sheet,0.8098197594066159,Normal,704.3724734563926
2023-03-05,834.9747253808182,114.50854758221648,332.46732563007583,925.6666206768931,84.24345028459742,SUP002,BetaMetals,MAT104,Steel Sheet,24.02719320036779,High,716.3001081893591
2023-03-06,726.3313177417697,101.55680654520395,368.9550455346568,992.3098405066548,81.83730810232949,SUP001,AlphaSteel,MAT101,Steel Rod,-13.011580391190646,High,720.1983386065525
2023-03-07,771.9065261788129,117.02866294056582,353.9675783870609,952.0923376120528,84.84861862471887,SUP003,CoreSteel,MAT104,Steel Sheet,6.274713388201492,High,724.2888206218184
2023-03-08,813.527916954766,125.15101451456498,313.0193126642015,899.9213384979687,84.3008534984846,SUP001,AlphaSteel,MAT101,Steel Rod,5.392024728951639,High,740.9617319954261
2023-03-09,689.3675687091528,109.14833416076374,379.4154245803524,870.8583495630637,85.69889664917177,SUP001,AlphaSteel,MAT104,Steel Sheet,-15.261965282073643,High,739.5911633686745
2023-03-10,721.2942642070865,109.95319786007114,340.26823078205695,959.978690250684,85.20575535196153,SUP001,AlphaSteel,MAT104,Steel Sheet,4.631302217729316,High,747.2316280347995
2023-03-11,702.1127111139245,102.24329890896735,388.4070089216501,1046.7770277487814,81.41127204571013,SUP001,AlphaSteel,MAT103,Steel Bar,-2.6593242238309056,Normal,751.3592900409045
2023-03-12,637.725203980845,142.09008805995518,366.14064601205655,983.5283166210814,83.5346926900337,SUP003,CoreSteel,MAT100,Steel Coil,-9.170537167875326,High,723.1807869837654
2023-03-13,685.0717672871989,135.63576711218212,335.06904505860103,1085.734057976508,81.60070959924414,SUP001,AlphaSteel,MAT100,Steel Coil,7.424289178286281,High,717.2865654902553
2023-03-14,751.329921888753,63.54106064548281,384.87267063518533,1006.7435039940491,84.49858775623211,SUP005,PrimeSteel,MAT103,Steel Bar,9.671709996739231,High,714.3470505916752
2023-03-15,746.8739929740109,124.80403317454416,315.6396099209814,839.5463821199236,83.54686104110729,SUP003,CoreSteel,MAT102,Steel Plate,-0.5930722023609114,Normal,704.8250614515673
2023-03-16,727.02323891198,134.18594934344424,332.11759124576537,995.8474433048654,84.5999599177781,SUP005,PrimeSteel,MAT103,Steel Bar,-2.6578451316782714,Normal,710.204442909114
2023-03-17,736.0378866970206,93.58361756900288,366.4982428439264,1111.0732820514377,81.47506964253958,SUP003,CoreSteel,MAT101,Steel Rod,1.2399394273189035,Normal,712.3106746933905
2023-03-18,772.4690293895751,112.46025532186599,351.0965949731375,1124.8481922604733,83.69723279364555,SUP001,AlphaSteel,MAT101,Steel Rod,4.949628728493827,High,722.3615773041976
2023-03-19,686.6078951374982,103.4967972489248,378.8906287947112,1058.5631085580992,82.86900646592198,SUP005,PrimeSteel,MAT104,Steel Sheet,-11.115155557747936,High,729.3448188980053
2023-03-20,698.0680716380898,120.76966138023958,370.4519298489012,913.7419790195602,82.06232028112132,SUP002,BetaMetals,MAT103,Steel Bar,1.6691006004666775,Normal,731.2014338052753
2023-03-21,739.64478727936,108.17294804738138,353.9341863502102,1058.8539982429609,83.27288250992993,SUP005,PrimeSteel,MAT104,Steel Sheet,5.955968669890033,High,729.5321288610764
2023-03-22,683.9601277480067,137.32920413952064,356.54714611411464,1106.261309356809,84.87870368278591,SUP003,CoreSteel,MAT101,Steel Rod,-7.528567832699606,High,720.54443382879
2023-03-23,633.121524683997,159.238877200773,340.4132804313509,991.9170354549652,85.13365678856695,SUP001,AlphaSteel,MAT102,Steel Plate,-7.432977596428003,High,707.1299032247925
2023-03-24,720.5865184865472,86.63821424778712,341.02754420663877,770.1021016997264,84.64817212560696,SUP005,PrimeSteel,MAT104,Steel Sheet,13.814882355517089,High,704.9225649090105
2023-03-25,737.1801480129327,120.70906386191713,383.43177643683214,1060.41083608753,82.21359193100137,SUP003,CoreSteel,MAT100,Steel Coil,2.3027948900899764,Normal,699.8812961409187
2023-03-26,829.4120383361585,77.75675263687258,298.99793209024074,1028.278933949481,83.44358256424104,SUP003,CoreSteel,MAT102,Steel Plate,12.5114452107584,High,720.2818880264416
2023-03-27,746.9358847819951,123.67965660245044,346.4857144830083,879.2007713629367,83.47714888548133,SUP005,PrimeSteel,MAT104,Steel Sheet,-9.94393012664907,High,727.2630041898567
2023-03-28,723.4138020615839,85.15484703941073,337.7205514644045,865.4413762197771,83.37978040901008,SUP003,CoreSteel,MAT101,Steel Rod,-3.149143480671912,High,724.9442920158888
2023-03-29,674.9015363241199,104.6492879317645,321.720092968125,990.4720481179581,82.19846859364087,SUP002,BetaMetals,MAT102,Steel Plate,-6.706018823419424,High,723.6502075267621
2023-03-30,682.1708410744225,130.4669080902424,333.6021793283667,1061.8381623042578,83.62786421847252,SUP003,CoreSteel,MAT102,Steel Plate,1.07709115464385,Normal,730.6572527253942
2023-03-31,736.8140464348571,129.45092066792557,307.9692392862208,948.4284094573622,83.57102161644353,SUP003,CoreSteel,MAT104,Steel Sheet,8.010193645095033,High,732.9754710037242
2023-04-01,698.8042910352646,96.54225647594471,334.2077304033669,1059.0584110061961,84.29450772430658,SUP002,BetaMetals,MAT102,Steel Plate,-5.158663245293205,High,727.4932057212002
2023-04-02,756.4480056946427,111.27072374641817,321.08388147180716,1006.0115785443512,83.35852576275182,SUP002,BetaMetals,MAT104,Steel Sheet,8.248906796777122,High,717.069772486698
2023-04-03,632.858836145058,138.89043165699832,401.8764382072177,1018.0990813531278,83.46960165279759,SUP005,PrimeSteel,MAT104,Steel Sheet,-16.33809179470217,High,700.7730512528498
2023-04-04,853.233274047444,95.63276364203523,348.5969326387228,897.6208149452987,82.97481691813687,SUP001,AlphaSteel,MAT102,Steel Plate,34.82205277321493,High,719.3186901079727
2023-04-05,602.5240209535232,114.2175921176047,334.9255045537092,1002.8978867292304,82.35727231309808,SUP004,DeltaIron,MAT103,Steel Bar,-29.383436009784603,High,708.9790450550302
2023-04-06,751.3034067939442,114.41232109522407,317.58958979005087,992.5538890009714,82.30375556817852,SUP005,PrimeSteel,MAT103,Steel Bar,24.692689530447343,High,718.8551258721047
2023-04-07,656.9305261062941,97.662546551883,328.7792708389447,990.6231310390062,80.72157487593513,SUP003,CoreSteel,MAT101,Steel Rod,-12.561220917441307,High,707.4431943965958
2023-04-08,760.4204255819266,124.94928936511369,337.8738468582858,1017.3682794099687,83.17169604829225,SUP003,CoreSteel,MAT101,Steel Rod,15.753553132783992,High,716.2454993318333
2023-04-09,787.4478243935945,101.440509781358,367.6154911606797,1114.8872767783687,84.92284721091963,SUP002,BetaMetals,MAT102,Steel Plate,3.5542704933240854,High,720.6740448602549
2023-04-10,669.1233554571617,87.71640249076603,349.2723131514019,1056.2316631593253,82.64956288680933,SUP004,DeltaIron,MAT102,Steel Plate,-15.026324953980696,High,725.8546904762696
2023-04-11,645.046935741513,91.54348453598548,316.8761291878913,1100.1651714968307,81.18073010323411,SUP005,PrimeSteel,MAT104,Steel Sheet,-3.598203458194793,High,696.1137850039938
2023-04-12,687.4162542549759,86.18742119092423,322.0962706776863,1076.0469230787066,82.62782475349773,SUP004,DeltaIron,MAT100,Steel Coil,6.568408617391119,High,708.2412469042016
2023-04-13,731.6947512668262,156.10574381016912,370.82684669877244,1014.0116656392371,82.35747368016904,SUP003,CoreSteel,MAT100,Steel Coil,6.441293283039906,High,705.4400104003274
2023-04-14,747.2863500129448,103.22768183284887,347.24331505710506,1005.4450112437604,82.90939519146558,SUP005,PrimeSteel,MAT103,Steel Bar,2.1308884229556124,Normal,718.3479852441347
2023-04-15,717.7610672905333,130.39184865227278,356.00683552589993,1077.6357360145644,84.48036039318752,SUP001,AlphaSteel,MAT104,Steel Sheet,-3.9509998706519944,High,712.253791202507
2023-04-16,726.1869522239734,80.04494794383365,333.310079866827,1193.0307770329832,82.70225830670299,SUP005,PrimeSteel,MAT100,Steel Coil,1.1739122275392866,Normal,703.5022380354184
2023-04-17,723.7715642514916,60.69160008832354,351.5822364334092,967.0850620250559,84.7851510240552,SUP002,BetaMetals,MAT102,Steel Plate,-0.33261241682801534,Normal,711.309125006037
2023-04-18,696.3268658686374,114.08207588107717,377.3236496849782,858.2907728405465,81.6458825017753,SUP001,AlphaSteel,MAT101,Steel Rod,-3.791900613177157,High,718.6348293099119
2023-04-19,738.2108878805918,130.50234153231762,333.3224151766789,853.4436878221819,83.0445890022172,SUP003,CoreSteel,MAT103,Steel Bar,6.014994403484053,High,725.8912055421425
2023-04-20,649.5633004379505,131.39551858538124,356.53462732935594,964.2281101565803,83.73099484394122,SUP002,BetaMetals,MAT103,Steel Bar,-12.008436735083805,High,714.1581411380175
2023-04-21,662.5274143616404,97.51399673695684,334.27928778489303,1052.1704629731728,83.26685306708265,SUP003,CoreSteel,MAT101,Steel Rod,1.9958199477940308,Normal,702.0497217592598
2023-04-22,625.8024610904482,133.95492606707307,355.72642435869096,1052.128862870337,83.07123997499983,SUP003,CoreSteel,MAT100,Steel Coil,-5.543159796123676,High,688.9127780163905
2023-04-23,623.086371371828,143.79276901965176,347.00349991016395,1125.0897244046712,83.36606814615902,SUP001,AlphaSteel,MAT104,Steel Sheet,-0.4340171040375096,Normal,674.1841236089411
2023-04-24,730.7705419243514,99.26158918162133,354.0803359557164,1095.5088727746222,82.24671166007414,SUP004,DeltaIron,MAT102,Steel Plate,17.2823825877364,High,675.1839775622068
2023-04-25,784.5052945156841,123.28121820281135,404.5560260412821,1060.4090262105537,83.24041087245561,SUP002,BetaMetals,MAT102,Steel Plate,7.353163477256763,High,687.7808959403563
2023-04-26,743.6027993657326,98.01401438743004,305.71251447971724,1105.1880256623685,83.02406998175537,SUP003,CoreSteel,MAT100,Steel Coil,-5.213794659627213,High,688.5511690096621
2023-04-27,686.5649866348524,111.48067911723463,338.98658087424934,926.5973884540215,81.79889385703338,SUP005,PrimeSteel,MAT100,Steel Coil,-7.670467725448516,High,693.8371241806481
2023-04-28,728.2411893845557,146.4763016596411,390.40118772269403,1097.041542052525,82.92204987169322,SUP005,PrimeSteel,MAT102,Steel Plate,6.070248783582177,High,703.224806326779
2023-04-29,650.9176263360573,75.21118498447524,334.4438172349589,1017.9881754103264,83.86336619160137,SUP002,BetaMetals,MAT100,Steel Coil,-10.617850813113904,High,706.8126870761516
2023-04-30,765.9104734719402,104.28397380230626,346.904233289303,964.5240989591223,82.90345959877548,SUP003,CoreSteel,MAT102,Steel Plate,17.66626720237472,High,727.2161302333105
2023-05-01,630.963830091814,119.1450077522121,339.00612037629674,1116.093134923902,82.5141061111349,SUP005,PrimeSteel,MAT100,Steel Coil,-17.61911451196132,High,712.9580285429481
2023-05-02,769.588256439909,107.6984502532683,329.9277836181766,1130.7185881559813,84.03400555412634,SUP005,PrimeSteel,MAT103,Steel Bar,21.970265130399504,High,710.8270231035516
2023-05-03,623.7321592734494,102.04594309832503,389.89409946826197,1087.7246758348256,83.40573765206031,SUP001,AlphaSteel,MAT104,Steel Sheet,-18.95248477948264,High,693.7026459475111
2023-05-04,763.6663194845528,94.35441214351016,294.7203694937466,961.9625855523539,83.20889921915901,SUP005,PrimeSteel,MAT104,Steel Sheet,22.43497599580322,High,704.717122068897
2023-05-05,648.8873739294821,163.1689865034443,335.25409508048824,1105.584117859703,82.79772608994631,SUP003,CoreSteel,MAT104,Steel Sheet,-15.029986608882052,High,693.3808627181722
2023-05-06,789.023702064844,106.09326215207368,351.84664206681083,949.3510845048692,83.47483364375923,SUP001,AlphaSteel,MAT100,Steel Coil,21.59640235974003,High,713.1103021079988
2023-05-07,731.1500282834414,99.56148317934083,318.04307126732124,997.3691469520928,85.0183435851333,SUP001,AlphaSteel,MAT101,Steel Rod,-7.334846042007282,High,708.1445242239275
2023-05-08,754.447713094854,68.83006673084056,352.28297047141103,913.4050284437716,82.58339995299893,SUP004,DeltaIron,MAT102,Steel Plate,3.1864438090920544,High,725.7850789386475
2023-05-09,689.8976246835888,100.99991377784686,346.7520317365936,980.5104240600836,82.85256002183502,SUP003,CoreSteel,MAT103,Steel Bar,-8.555939303795002,High,714.4007029734588
2023-05-10,691.4522944972351,128.3374130634508,348.5170062243011,963.8049710704132,81.45637566722786,SUP004,DeltaIron,MAT103,Steel Bar,0.2253479006192105,Normal,724.0750080054283
2023-05-11,697.4313922938904,110.63813156019067,355.7581807797344,1067.8688225898627,84.0617809392756,SUP004,DeltaIron,MAT101,Steel Rod,0.8647158805081157,Normal,714.6128755496194
2023-05-12,680.6061097411165,139.5689204932379,337.61024441751397,974.1169147021579,83.64329627719917,SUP005,PrimeSteel,MAT100,Steel Coil,-2.4124641848189077,Normal,719.1441235227101
2023-05-13,703.7216341451643,93.84392632233892,352.38782864916107,1049.421591099024,81.27366601340985,SUP003,CoreSteel,MAT101,Steel Rod,3.396314560390934,High,706.9581138198986
2023-05-14,746.6377584272683,63.15621184029223,370.43324922749787,893.0980200690533,83.90450088569725,SUP001,AlphaSteel,MAT100,Steel Coil,6.098451745658728,High,709.1706466975883
2023-05-15,657.0197597604406,115.00823276310733,341.08292524849486,1061.90059738415,83.08429179163119,SUP005,PrimeSteel,MAT100,Steel Coil,-12.002875243759537,High,695.2523676498148
2023-05-16,652.8681465957975,96.19167717370033,368.4326535407396,1028.1777332568493,81.44146191157643,SUP001,AlphaSteel,MAT101,Steel Rod,-0.6318855868439721,Normal,689.9624422087019
2023-05-17,732.8885437704662,95.20376603503163,319.8515022388757,998.5652349713638,81.55443104056532,SUP001,AlphaSteel,MAT103,Steel Bar,12.256747031067938,High,695.881906390592
2023-05-18,641.033913058642,187.65766783738005,330.78539583628043,890.5741079764864,83.41318801748595,SUP004,DeltaIron,MAT101,Steel Rod,-12.53323325798802,High,687.8251236426994
2023-05-19,677.3839088182476,71.51462425591174,369.7183427176202,945.6161126641063,82.792914818919,SUP005,PrimeSteel,MAT101,Steel Rod,5.6705261639223625,High,687.3648092251467
2023-05-20,681.651745446374,96.89229502472492,353.96098569902097,954.6457901600909,82.90829291532143,SUP001,AlphaSteel,MAT103,Steel Bar,0.6300469456931745,Normal,684.2119679824624
2023-05-21,620.4284954400812,162.27277223117505,353.3458419697507,974.1290761680501,84.63422323595057,SUP004,DeltaIron,MAT101,Steel Rod,-8.981602470070882,High,666.182073270007
2023-05-22,792.1629434918578,97.10801390464309,337.0674086065487,1047.3892796658245,83.1524325197332,SUP002,BetaMetals,MAT100,Steel Coil,27.67997429421134,High,685.4882423744951
2023-05-23,776.757200528067,111.23457100859295,324.95576249379303,990.730237174259,84.08271128823542,SUP002,BetaMetals,MAT103,Steel Bar,-1.9447694556226414,Normal,703.1866786505336
2023-05-24,638.7073442037881,153.7452568799685,386.78574224876627,960.4540161743688,81.96423444143771,SUP002,BetaMetals,MAT101,Steel Rod,-17.772587911695915,High,689.7322215695797
2023-05-25,604.7990256146123,130.04674348359475,329.5031432303812,937.6282978143871,83.49220439894472,SUP005,PrimeSteel,MAT100,Steel Coil,-5.308897556430303,High,684.5558090775754
2023-05-26,715.0365867303308,98.88364231536004,346.72473538498775,963.1333803355972,81.8217351032677,SUP004,DeltaIron,MAT104,Steel Sheet,18.227139338343367,High,689.9347630650158
2023-05-27,745.8991000891713,99.44973731742053,368.3168400501667,1033.5943613423533,81.88455216295843,SUP005,PrimeSteel,MAT101,Steel Rod,4.316214573014565,High,699.1129565854154
2023-05-28,686.1689395772376,108.73555198355291,368.6110391682762,1154.504184992749,81.70429931610978,SUP002,BetaMetals,MAT104,Steel Sheet,-8.007807021726265,High,708.5044486050093
2023-05-29,766.3375274533686,98.98580467719988,331.02084417554084,1022.5896489542941,82.07234802338283,SUP003,CoreSteel,MAT104,Steel Sheet,11.683505803326577,High,704.8151034566537
2023-05-30,720.9930403357899,85.15790388482179,329.4699880619521,909.8661220526693,83.7569886167271,SUP003,CoreSteel,MAT102,Steel Plate,-5.917038575451706,High,696.848794857757
2023-05-31,703.6040477652551,98.45855628639845,369.1251779133212,1016.7862063379565,82.5308664691635,SUP004,DeltaIron,MAT100,Steel Coil,-2.4118114319711337,Normal,706.1197525093951
2023-06-01,722.9212538415136,113.3817154272342,353.8860317062496,982.671618305617,83.86224629716408,SUP001,AlphaSteel,MAT104,Steel Sheet,2.7454654556938074,Normal,722.9943565418096
